name,winery,year,rating,num_ratings,price,type,region
Coteaux Du Languedoc La Clape L'Hospitalitas 2015,Gérard Bertrand,2015,4.4,108,71.39,Red,La Clape
Shiraz 2015,Kaapzicht,2015,4.0,108,15.55,Red,Stellenbosch
Gigondas Valbelle 2015,Château de Saint Cosme,2015,4.3,108,49.95,Red,Gigondas
Primitivo di Manduria 2018,Terre di Campo Sasso,2018,4.1,108,8.28,Red,Primitivo di Manduria
Redhill Pinotage 2017,Simonsig,2017,4.2,108,19.4,Red,Stellenbosch
Finca Dofí 2017,Álvaro Palacios,2017,4.4,108,69.95,Red,Priorat
Unique Selection 2015,Siegel,2015,4.2,108,28.9,Red,Colchagua Valley
Sud Malvasia Nera 2016,San Marzano,2016,3.9,108,7.25,Red,Salento
Alboreto Nobile di Montepulciano 2016,Talosa,2016,3.9,108,14.13,Red,Vino Nobile di Montepulciano
Tempranillo Reserva 2010,Bodegas Amaren,2010,4.2,108,34.9,Red,Rioja
Bordeaux Supérieur 2017,Château Picon,2017,3.5,108,7.35,Red,Bordeaux Supérieur
Valpolicella Valpantena 2017,Costa Arente,2017,3.8,108,15.67,Red,Valpolicella Valpantena
Poggio Al Tufo Alicante 2015,Tommasi,2015,3.9,108,20.32,Red,Maremma Toscana
Conde de Valdemar Reserva 2012,Bodegas Valdemar,2012,4.0,108,13.26,Red,Rioja
Rondeur Appassimento 2018,Domaine La Grange,2018,4.2,108,9.37,Red,Pays d'Oc
Zarihs Syrah 2016,Borsao,2016,4.1,108,15.69,Red,Campo de Borja
Merlot Selección 2016,Coloma,2016,4.0,108,11.95,Red,Extremadura
Tinto 2000,Dehesa La Granja,2000,4.1,108,35.0,Red,Castilla y León
Siebeneich Merlot Riserva 2016,Colterenzio (Schreckbichl),2016,3.8,108,19.01,Red,Südtirol - Alto Adige
Cabernet Sauvignon 2017,Stark-Condé,2017,3.8,108,11.99,Red,Stellenbosch
Amarone 2012,Musella,2012,4.2,108,29.12,Red,Amarone della Valpolicella
Reserva 2012,Ortega Ezquerro,2012,3.9,108,13.95,Red,Rioja
Palha Canas Tinto 2016,Casa Santos Lima,2016,3.6,108,8.9,Red,Lisboa
12 e Mezzo Primitivo del Salento 2017,Varvaglione,2017,3.9,1080,7.25,Red,Salento
50 & 50 2013,Capannelle,2013,4.4,1081,112.0,Red,Toscana
Cabernet Sauvignon de Purcari 2017,Château Purcari,2017,4.1,1082,12.98,Red,South Eastern
Ca'Marcanda Promis Toscana 2017,Gaja,2017,4.0,1083,30.9,Red,Toscana
Cabernet Sauvignon - Merlot 2015,Enate,2015,3.6,1084,9.5,Red,Somontano
Conde de Valdemar Gran Reserva 2008,Bodegas Valdemar,2008,4.0,1084,19.99,Red,Rioja
Whole Berry Cabernet Sauvignon 2017,Springfield Estate,2017,4.1,1084,16.75,Red,Robertson
Clásico Garnacha 2018,Borsao,2018,3.6,1085,5.99,Red,Campo de Borja
Sideral 2017,Altaïr,2017,4.2,1085,21.45,Red,Cachapoal Valley
Charles Wetmore Cabernet Sauvignon 2014,Wente,2014,4.0,1086,21.1,Red,Livermore Valley
Saint-Estèphe 2012,Château de Pez,2012,4.0,1089,33.9,Red,Saint-Estèphe
Gran Reserva Cabernet Sauvignon 2017,Carmen,2017,3.8,1089,11.65,Red,Maipo Valley
Mentor Cabernet 2013,Peter Lehmann,2013,3.9,109,32.69,Red,Barossa
Montagne-Saint-Émilion 2016,Clos de Bouard,2016,4.0,109,27.2,Red,Montagne-Saint-Émilion
Les Cépages Cabernet Sauvignon 2018,Baron Philippe de Rothschild,2018,3.4,109,7.27,Red,Pays d'Oc
L'Esprit Terroir La Clape 2015,Château Rouquette Sur Mer,2015,3.8,109,14.95,Red,La Clape
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015,Château Belair-Monange,2015,4.3,109,224.95,Red,Saint-Émilion Grand Cru
Pinot Noir 2017,Ryder Estate,2017,3.7,109,16.72,Red,Central Coast
Malbec 2018,Carmelle,2018,3.7,109,6.45,Red,Comté Tolosan
Merlot 2015,Stimson Estate Cellars,2015,3.6,109,8.29,Red,Washington
Blaufränkisch 2017,Krutzler,2017,3.5,109,8.98,Red,Burgenland
I Sodi del Paretaio 2018,Badia di Morrona,2018,3.5,109,7.99,Red,Chianti
Villa Blanche Syrah 2017,Calmel & Joseph,2017,3.8,109,7.4,Red,Pays d'Oc
Arbossar 2016,Terroir Al Límit Soc. Lda,2016,4.0,109,60.0,Red,Priorat
Amarone Della Valpolicella Marta Galli 2007,Le Ragose,2007,4.3,109,59.9,Red,Amarone della Valpolicella
Vera Cruz Shiraz 2014,Delheim,2014,4.3,109,35.5,Red,Stellenbosch
Poggio d'Arna Toscana 2016,Tenuta di Sesta,2016,4.0,109,12.58,Red,Toscana
Contador Rioja 2014,Bodega Contador (Benjamín Romeo),2014,4.6,109,328.95,Red,Rioja
Fronsac 2015,Château Moulin Haut-Laroque,2015,4.0,109,22.37,Red,Fronsac
Pinot Noir *** 2014,Weingut Holger Koch,2014,3.6,109,29.95,Red,Baden
Lemberger Trocken 2014,Grafen Neipperg,2014,3.2,109,9.6,Red,Württemberg
Sestal 2014,Ses Talaioles,2014,4.2,109,31.68,Red,Mallorca
Pomerol 2012,Château Gombaude-Guillot,2012,4.1,109,68.81,Red,Pomerol
Priorat Cruor 2016,Casa Gran del Siurana,2016,4.1,109,20.99,Red,Priorat
Domaine de la Madone Beaujolais Le Perréon 2018,Jean-Marc Despres,2018,3.7,109,8.67,Red,Beaujolais
Saint-Estèphe 2016,Château Clauzet,2016,3.8,109,24.75,Red,Saint-Estèphe
Valpolicella Superiore 2014,Allegrini,2014,3.7,1092,13.16,Red,Valpolicella
The Scribbler Cabernet - Shiraz 2013,Yalumba,2013,3.6,1093,20.76,Red,Barossa Valley
Boom Boom! Syrah 2016,Charles Smith,2016,3.5,1093,18.42,Red,Columbia Valley
Margaux (Grand Cru Classé) 2010,Château Prieuré-Lichine,2010,4.2,1094,79.0,Red,Margaux
Crianza Tempranillo 2016,Baigorri,2016,3.8,1097,12.6,Red,Rioja
Berola 2014,Borsao,2014,3.9,1098,14.5,Red,Campo de Borja
Blaufränkisch 2017,Rosi Schuster,2017,3.7,110,14.9,Red,Burgenland
Spätburgunder 2017,Jean Stodden,2017,3.5,110,12.4,Red,Ahr
Brunello di Montalcino Riserva 2011,Biondi-Santi,2011,4.5,110,447.43,Red,Brunello di Montalcino
Cabernet Sauvignon 2015,DiamAndes,2015,3.8,110,16.99,Red,Uco Valley
Italian Collection Tosca 2011,Morgenster Estate,2011,4.0,110,24.32,Red,Stellenbosch
Cabernet Sauvignon 2016,Meerlust,2016,4.1,110,21.34,Red,Stellenbosch
Saint-Émilion Grand Cru (Grand Cru Classé) 2005,Clos des Jacobins,2005,4.2,110,58.95,Red,Saint-Émilion Grand Cru
Nero d'Avola 2018,Fatascia,2018,3.6,110,7.53,Red,Terre Siciliane
Givry 2017,Joseph Drouhin,2017,3.9,110,19.4,Red,Givry
Bordeaux Réserve Rouge 2015,Château Rauzan Despagne,2015,3.4,110,18.9,Red,Bordeaux
Bricco Dei Merli Barbera d'Alba 2014,Elvio Cogno,2014,3.6,110,19.95,Red,Barbera d'Alba
Bandol Rouge 2007,Gros' Noré,2007,3.9,110,59.0,Red,Bandol
Teldeschi Vineyard Zinfandel 2016,Ravenswood,2016,4.0,110,33.95,Red,Dry Creek Valley
Ornato Barolo 2015,Pio Cesare,2015,4.2,110,81.97,Red,Barolo
Colledilà Chianti Classico Gran Selezione 2016,Ricasoli,2016,4.2,110,45.0,Red,Chianti Classico
Pomerol 2013,Château La Grave (Trigant de Boisset),2013,3.8,110,31.2,Red,Pomerol
1921 Primitivo di Manduria Riserva 2012,Varvaglione,2012,4.1,110,39.9,Red,Primitivo di Manduria
Martelo Reserva 2012,Torre de Oña,2012,4.0,110,28.41,Red,Rioja
Rosso di Montepulciano Prugnolo 2017,Boscarelli,2017,3.7,110,12.9,Red,Rosso di Montepulciano
Valley Oaks Cabernet Sauvignon 2016,Fetzer,2016,3.6,1102,11.19,Red,California
Saint-Julien (Grand Cru Classé) 2005,Château Branaire-Ducru,2005,4.2,1103,88.95,Red,Saint-Julien
The Pundit 2016,Tenet Wines,2016,3.9,1104,27.99,Red,Columbia Valley
Pinot Noir 2016,Black Stallion,2016,3.9,1105,34.32,Red,Los Carneros
Don Maximiano Founder's Reserve 2015,Errazuriz,2015,4.4,1106,83.6,Red,Aconcagua Valley
Marne 180 Amarone della Valpolicella 2015,Tedeschi,2015,4.3,1106,31.9,Red,Amarone della Valpolicella
Chronicon Montepulciano d'Abruzzo 2013,Cantina Zaccagnini,2013,3.9,1106,11.95,Red,Montepulciano d'Abruzzo
Emilien 2015,Château le Puy,2015,4.0,1106,39.9,Red,Côtes de Bordeaux
Pinot Nero 2016,Castel Sallegg,2016,3.6,111,11.5,Red,Südtirol - Alto Adige
Single Estate Red 2015,Azamor,2015,3.9,111,9.65,Red,Alentejano
Pinot Noir 2018,Pittnauer,2018,3.8,111,11.95,Red,Neusiedlersee
Fronsac 2013,Château Moulin Haut-Laroque,2013,3.8,111,17.5,Red,Fronsac
Pinot Noir 2018,Matthias Gaul,2018,3.7,111,9.9,Red,Pfalz
Vürsù Barbaresco Gallina 2014,La Spinetta,2014,4.3,111,115.7,Red,Barbaresco
Montesodi Toscana 2016,Castello Nipozzano,2016,4.2,111,44.57,Red,Toscana
Colle Ambro Rosso Piceno 2017,Garofoli,2017,3.5,111,7.9,Red,Rosso Piceno
AN/2 2018,Ànima Negra,2018,4.1,111,19.99,Red,Mallorca
Oraison Côtes du Rhône 2016,Badet Clement,2016,3.4,111,8.5,Red,Côtes-du-Rhône
Etna San Lorenzo Rosso 2017,Tenuta delle Terre Nere,2017,4.2,111,39.9,Red,Etna
Negroamaro 2017,A Mano,2017,3.5,111,6.75,Red,Puglia
Breg Rosso 2004,Gravner,2004,4.2,111,95.55,Red,Venezia Giulia
Gigondas Le Claux 2011,Château de Saint Cosme,2011,4.3,111,59.95,Red,Gigondas
Côtes du Rhône Villages Sablet 2012,Château du Trignon,2012,3.8,111,10.67,Red,Côtes-du-Rhône-Villages 'Sablet'
Paleo 2016,Le Macchiole,2016,4.5,111,92.05,Red,Toscana
Dominio de Fontana Garnacha - Syrah 2017,Bodegas Fontana,2017,3.6,111,7.36,Red,Uclés
Rosso di Montalcino 2017,Casanova di Neri,2017,4.0,111,20.9,Red,Rosso di Montalcino
Carchelo (C) 2017,Carchelo,2017,3.6,111,8.92,Red,Jumilla
Reserva Rioja (Finca Ygay) 2016,Marqués de Murrieta,2016,4.0,111,18.0,Red,Rioja
Barrel Selection Cabernet Sauvignon 2018,Salentein,2018,3.6,111,12.9,Red,Uco Valley
Syrah 2016,Zevenwacht,2016,4.1,111,13.99,Red,Stellenbosch
Don Antonio Nero d'Avola (Riserva) 2016,Morgante,2016,4.2,111,25.9,Red,Sicilia
Wunderwerk Spätburgunder 2014,Dreissigacker,2014,3.8,111,27.0,Red,Rheinhessen
Clos d'Ora 2015,Gérard Bertrand,2015,4.5,111,229.0,Red,Minervois La Livinière
Hommage à Jacques Perrin Châteauneuf-du-Pape 2016,Château de Beaucastel,2016,4.6,111,515.0,Red,Châteauneuf-du-Pape
Director's Cut Zinfandel 2015,Francis Ford Coppola,2015,4.1,1110,32.5,Red,Dry Creek Valley
Reserva Ribera del Duero 2014,Condado de Oriza,2014,3.7,1111,14.52,Red,Ribera del Duero
Amarone della Valpolicella Classico 2015,Allegrini,2015,4.3,1111,50.69,Red,Amarone della Valpolicella Classico
Châteauneuf-du-Pape 2015,E. Guigal,2015,4.1,1112,32.54,Red,Châteauneuf-du-Pape
Reserve Pinot Noir 2014,Salentein,2014,3.8,1114,15.69,Red,Uco Valley
Malbec 2018,Argento,2018,3.6,1117,9.99,Red,Mendoza
Rioja Reserva 2015,Marqués de Riscal,2015,4.1,11170,15.5,Red,Rioja
Moulis-en-Médoc 2014,Château Chasse-Spleen,2014,3.9,1118,43.77,Red,Moulis-en-Médoc
Plumbago Nero d'Avola Sicilia 2016,Planeta,2016,3.6,1118,13.93,Red,Sicilia
Vigna Corvino Montepulciano d'Abruzzo 2018,Contesa,2018,3.8,112,6.32,Red,Montepulciano d'Abruzzo
Cabernet Sauvignon 2016,Castel Bolovanu,2016,3.3,112,7.9,Red,Samburesti
Códice 2017,Dominio de Eguren,2017,3.5,112,5.75,Red,Castilla y León
Pinot Noir 2018,Creation,2018,3.9,112,18.99,Red,Walker Bay
Aigle Les Murailles Rouge 2015,Henri Badoux,2015,3.7,112,23.17,Red,Aigle
Big G 2015,Holden Manz,2015,4.2,112,23.9,Red,Franschhoek
Barbera d'Alba Aves 2018,Comm. G.B. Burlotto,2018,4.0,112,24.0,Red,Barbera d'Alba
Chinon Rouge 2015,Domaine Gouron,2015,3.5,112,8.75,Red,Chinon
Bardolino 2016,Corte Giara,2016,3.5,112,5.9,Red,Bardolino
Provident Shiraz 2016,Soul Growers,2016,3.6,112,24.37,Red,Barossa Valley
Perdixi 2013,Olianas,2013,3.7,112,19.5,Red,Isola dei Nuraghi
Puisseguin Saint-Émilion 2013,Château Moulin de Curat,2013,3.4,112,10.75,Red,Puisseguin-Saint-Émilion
Pissarres 2017,Costers del Priorat,2017,4.0,112,12.85,Red,Priorat
Arcidiavolo 2008,Teruzzi & Puthod,2008,4.2,112,17.45,Red,Toscana
Colheita Alentejano Tinto 2015,Monte Cascas,2015,3.6,112,9.65,Red,Alentejano
Malbec 2013,DiamAndes,2013,3.6,1122,16.56,Red,Uco Valley
Bordeaux Rouge 2014,Baron Philippe de Rothschild,2014,3.2,1123,7.95,Red,Bordeaux
Pauillac (Grand Cru Classé) 2011,Château Pichon Baron,2011,4.4,1125,139.0,Red,Pauillac
Pauillac (Grand Cru Classé) 2011,Château Grand-Puy-Lacoste,2011,4.2,1125,76.95,Red,Pauillac
Selvarossa Riserva 2014,Cantine due Palme,2014,4.0,1125,14.95,Red,Salice Salentino
Rocca Guicciarda Chianti Classico Riserva 2016,Ricasoli,2016,3.7,1129,13.79,Red,Chianti Classico
Diamond Collection Malbec (Celestial Blue Label) 2017,Francis Ford Coppola,2017,3.6,113,26.31,Red,Napa Valley
Rioja Tempranillo Elaboración Especial 2017,Beronia,2017,3.7,113,11.99,Red,Rioja
Pomerol 2015,Château Moulinet-Lasserre,2015,4.1,113,46.79,Red,Pomerol
1300 Merlot 2016,Andeluna,2016,3.3,113,7.7,Red,Tupungato
Tradition Spätburgunder 2017,Rudolf Fürst,2017,3.8,113,16.9,Red,Franken
Nebbiolo Langhe 2018,Giacomo Fenocchio,2018,3.7,113,16.9,Red,Langhe
Pinot Noir 2016,Spellbound,2016,3.6,113,14.49,Red,California
Tenuta Belguardo 2015,Mazzei,2015,3.8,113,49.0,Red,Maremma Toscana
Kalkmergel Spätburgunder 2014,Knipser,2014,3.8,113,23.38,Red,Pfalz
Merlot 2015,Alois Lageder,2015,3.7,113,17.79,Red,Südtirol - Alto Adige
Châteauneuf-du-Pape 2017,Clos des Papes (Paul Avril),2017,4.2,113,86.76,Red,Châteauneuf-du-Pape
Chianti Classico 2016,Monte Guelfo,2016,3.4,113,8.29,Red,Chianti Classico
Valdehermoso Crianza 2016,Valderiz,2016,3.7,113,13.5,Red,Ribera del Duero
Bel Noce Primitivo 2017,Cantina Rosa del Golfo,2017,4.2,113,9.78,Red,Salento
Moulin des Costes Bandol Rouge 2011,Domaines Bunan,2011,3.7,113,115.0,Red,Bandol
Sapaio Bolgheri Superiore 2016,Podere Sapaio,2016,4.2,113,54.81,Red,Bolgheri Superiore
Rosso di Montalcino 2015,Poggio Landi,2015,3.7,113,13.5,Red,Rosso di Montalcino
Côtes du Rhône 2016,Rocca Maura,2016,3.4,113,7.5,Red,Côtes-du-Rhône
Filo di Seta Brunello di Montalcino 2012,Castello Romitorio,2012,4.3,113,52.87,Red,Brunello di Montalcino
Saint-Émilion Grand Cru 2011,Clos Dubreuil,2011,4.1,113,63.2,Red,Saint-Émilion Grand Cru
Quinta Generation (5th) 2016,Casa Silva,2016,4.2,113,20.42,Red,Colchagua Valley
Cuvée X 2015,Knipser,2015,4.1,113,40.65,Red,Pfalz
Pauillac (Grand Cru Classé) 2017,Château Pichon Longueville Comtesse de Lalande,2017,4.4,113,154.99,Red,Pauillac
Bachgart Blauburgunder 2015,Klaus Lentsch,2015,3.8,113,42.9,Red,Südtirol - Alto Adige
Priorat 2017,Clos Mogador,2017,4.5,113,77.01,Red,Priorat
Hillside Select Cabernet Sauvignon 2015,Shafer,2015,4.6,113,378.98,Red,Stags Leap District
Bernoota Shiraz - Cabernet 2016,Lake Breeze Wines,2016,3.9,113,20.75,Red,Langhorne Creek
Reserva Carmenère 2018,Caliterra,2018,3.6,113,6.33,Red,Colchagua Valley
Small Hill Red 2017,Leo Hillinger,2017,3.6,113,9.17,Red,Burgenland
Margaux (Grand Cru Classé) 2011,Château Lascombes,2011,4.2,1131,89.0,Red,Margaux
Merlot 2016,Columbia Winery,2016,3.7,1132,14.84,Red,Columbia Valley
Pessac-Léognan (Grand Cru Classé de Graves) 2006,Château Pape Clément,2006,4.4,1132,129.0,Red,Pessac-Léognan
Conde de Valdemar Gran Reserva 2010,Bodegas Valdemar,2010,4.0,1134,18.79,Red,Rioja
Syrah 2017,Cusumano,2017,3.8,1134,7.9,Red,Terre Siciliane
Brunello di Montalcino 2012,Tenute Silvio Nardi,2012,4.1,1136,38.3,Red,Brunello di Montalcino
Ganadero 2017,Canopy,2017,3.6,114,7.45,Red,Méntrida
AS Ladieras 2015,Cuevas de Arom,2015,3.8,114,19.24,Red,Campo de Borja
Bin 3 Merlot - Cabernet Sauvignon 2016,Kaapzicht,2016,3.8,114,13.8,Red,Stellenbosch
Gimblett Gravels Le Sol 2015,Craggy Range,2015,4.3,114,85.27,Red,Gimblett Gravels
Pomerol 2016,Château La Renaissance,2016,4.1,114,24.27,Red,Pomerol
Memorious Pinot Noir 2015,Domaine de la Côte,2015,4.2,114,54.0,Red,Sta. Rita Hills
Baron Nathaniel Pauillac 2016,Baron Philippe de Rothschild,2016,4.2,114,28.08,Red,Pauillac
Saga Médoc 2016,Barons de Rothschild (Lafite),2016,3.5,114,10.65,Red,Médoc
Haut-Médoc 2014,Château Haut-Bellevue,2014,3.8,114,13.15,Red,Haut-Médoc
Cenit 2012,Caliterra,2012,4.3,114,38.94,Red,Colchagua Valley
Maldoror 2005,Château Fougas,2005,3.7,114,43.95,Red,Côtes de Bourg
Cuvée Juveniles 2017,Torbreck,2017,3.9,114,24.75,Red,Barossa
Cabernet Veneto 2016,Torresella,2016,3.3,114,6.77,Red,Veneto
Pessac-Léognan (Grand Cru Classé de Graves) 2017,Domaine de Chevalier,2017,4.1,114,77.01,Red,Pessac-Léognan
Purosangue Morellino di Scansano Sangiovese Riserva 2016,Terenzi,2016,3.8,114,25.26,Red,Morellino di Scansano
Colline Côtes du Rhône Rouge 2018,La Cabotte,2018,3.7,114,8.98,Red,Côtes-du-Rhône
Estate Perigee (Seven Hills Vineyard) 2013,L'Ecole No 41,2013,4.3,114,49.5,Red,Walla Walla Valley
Pinot Noir Bourgogne 2018,Terres Dorées,2018,3.9,114,16.9,Red,Bourgogne
Frauenfeld St. Laurent 2015,Johanneshof Reinisch,2015,4.1,114,19.35,Red,Thermenregion
Signature Malbec 2017,Susana Balbo,2017,3.9,1143,24.75,Red,Lujan de Cuyo
Crozes-Hermitage Les Jalets 2016,Paul Jaboulet Aîné,2016,3.7,1143,19.39,Red,Crozes-Hermitage
Ripassa Valpolicella Ripasso Superiore 2015,Zenato,2015,4.2,11433,19.99,Red,Valpolicella Ripasso
La Segreta Il Rosso 2017,Planeta,2017,3.6,1145,8.36,Red,Sicilia
Zinfandel 2017,Woodbridge by Robert Mondavi,2017,3.8,1147,8.39,Red,California
Margaux (Grand Cru Classé) 2009,Château Brane-Cantenac,2009,4.2,1149,96.99,Red,Margaux
Cabernet Sauvignon 2014,Primus,2014,3.8,1149,14.4,Red,Maipo Valley
La Luna e I Falo Nizza 2015,Vite Colte,2015,3.7,115,17.95,Red,Barbera d'Asti
Three Pines Cabernet Sauvignon 2016,Stark-Condé,2016,4.0,115,38.99,Red,Stellenbosch
Γουμένισσα (Goumenissa) 2015,Chatzivaritis Estate,2015,3.7,115,20.0,Red,Goumenissa
Toscana Rosso 2018,Tenuta Il Poggione,2018,3.6,115,7.99,Red,Toscana
Le Benjamin de Beauregard Pomerol 2016,Château Beauregard,2016,3.9,115,34.9,Red,Pomerol
Vigna Del Mandorlo Dolcetto d'Alba 2016,Elvio Cogno,2016,3.5,115,13.95,Red,Dolcetto d'Alba
Estate Vineyards Syrah (Shiraz) 2017,Rust En Vrede,2017,4.3,115,23.75,Red,Stellenbosch
Prima 2006,Château Carignan,2006,3.7,115,15.15,Red,Cadillac - Côtes de Bordeaux
Cabernet Riserva 2016,Alois Lageder,2016,3.7,115,20.19,Red,Südtirol - Alto Adige
Centine Rosso 2018,Banfi,2018,3.7,115,8.5,Red,Toscana
Sangiovese di Romagna Superiore Riserva 2016,Poderi dal Nespoli,2016,3.9,115,16.64,Red,Romagna
Powerline Syrah 2016,K Vintners,2016,4.3,115,60.84,Red,Walla Walla Valley
Granja Gran Reserva Rioja 2011,Remelluri,2011,4.3,115,49.75,Red,Rioja
Carnevalè Riserva Cannonau di Sardegna 2015,Giuseppe Sedilesu,2015,4.1,115,25.83,Red,Cannonau di Sardegna
Eloy Escudero Crianza 2014,Bodegas y Vinedos Escudero,2014,3.7,115,12.43,Red,Ribera del Duero
Rouge 2011,Domaine de l'Horizon,2011,3.9,115,77.01,Red,Côtes Catalanes
Gran Reserva 2012,Rioja Vega,2012,3.9,115,18.5,Red,Rioja
Negroamaro Salento Maru 2018,Castello Monaci,2018,3.5,115,7.4,Red,Salento
1300 Malbec 2018,Andeluna,2018,3.7,1150,7.7,Red,Tupungato
Gran Reserva Rioja 2008,Lan,2008,3.9,1152,17.25,Red,Rioja
Cabernet Sauvignon 2017,Barefoot,2017,3.3,1155,6.0,Red,California
Cabernet Sauvignon - Merlot 2014,Enate,2014,3.6,1156,19.89,Red,Somontano
Haut-Médoc 2014,Château Beaumont,2014,3.6,1156,15.9,Red,Haut-Médoc
Castelgreve Chianti Classico Riserva 2015,Castelli del Grevepesa,2015,3.6,1157,17.84,Red,Chianti Classico
Beaujolais-Villages 2019,Joseph Drouhin,2019,3.9,116,12.14,Red,Beaujolais-Villages
Jester Cabernet Sauvignon 2017,Mitolo,2017,3.6,116,18.92,Red,McLaren Vale
Chianti 2018,Monte Guelfo,2018,3.3,116,7.75,Red,Chianti
Millenium Reserva 2009,Tinto Pesquera,2009,4.5,116,82.86,Red,Ribera del Duero
Il Messo Governo Toscana 2017,Barbanera,2017,3.7,116,7.79,Red,Toscana
Reserve Cabernet Sauvignon 2014,Robert Mondavi,2014,4.2,116,178.96,Red,Oakville
La Gravette de Certan Pomerol 2013,Vieux Château Certan,2013,4.2,116,48.5,Red,Pomerol
Grenache Noir 2018,Paul Mas,2018,3.8,116,5.5,Red,Pays d'Oc
Cabernet Sauvignon 2015,Laborie,2015,3.4,116,7.18,Red,Western Cape
Maestro Raro 2014,Fèlsina,2014,4.0,116,50.67,Red,Toscana
Buzzard Kloof Syrah 2014,Rustenberg,2014,3.6,116,19.8,Red,Stellenbosch
Grand Reserve 2014,Delheim,2014,4.1,116,26.95,Red,Stellenbosch
Aussières Rouge (Red Blend) 2017,Château d’Aussières,2017,3.5,116,8.32,Red,Pays d'Oc
Mount Edelstone Shiraz 2014,Henschke,2014,4.4,116,179.0,Red,Eden Valley
Amarone della Valpolicella Classico 2016,Allegrini,2016,4.1,116,50.6,Red,Amarone della Valpolicella Classico
Saint-Julien (Grand Cru Classé) 2017,Château Léoville Barton,2017,4.2,116,95.53,Red,Saint-Julien
Reserve 2015,Roodeberg,2015,3.5,116,9.95,Red,Western Cape
Saint-Estèphe 2017,Château Phélan Ségur,2017,3.7,116,44.84,Red,Saint-Estèphe
Santa Rita Rosso di Valtelina 2014,Mamete Prevostini,2014,3.5,116,11.5,Red,Valtellina
Limited Release Cabernet Sauvignon 2014,Sutil,2014,4.1,116,11.8,Red,Rapel Valley
1851 Reserva Cabernet Sauvignon 2017,Ochagavia,2017,3.3,116,11.47,Red,Colchagua Valley
Château Romassan Rouge 2016,Domaines Ott,2016,3.9,116,33.9,Red,Bandol
Pauillac (Grand Cru Classé) 2014,Château d'Armailhac,2014,4.0,1160,94.8,Red,Pauillac
Pauillac (Grand Cru Classé) 2010,Château Pichon Baron,2010,4.5,1163,249.0,Red,Pauillac
Pinot Noir 2016,Cloudy Bay,2016,3.9,1163,39.95,Red,Marlborough
St. Henri Shiraz 2013,Penfolds,2013,4.4,1165,109.13,Red,South Australia
Pinot Noir 2016,Domaine Drouhin,2016,4.2,1166,54.59,Red,Dundee Hills
Negru de Purcari 2015,Château Purcari,2015,4.4,1168,98.98,Red,South Eastern
Oakville Cabernet Sauvignon 2014,Robert Mondavi,2014,4.2,1168,55.79,Red,Oakville
Douro Reserva Red 2016,Quinta do Portal,2016,4.0,1169,21.05,Red,Douro
Saint-Julien (Grand Cru Classé) 2010,Château Branaire-Ducru,2010,4.2,1169,87.24,Red,Saint-Julien
Saint-Julien (Grand Cru Classé) 2001,Château Léoville Barton,2001,4.3,1169,108.95,Red,Saint-Julien
Reserva de Familia Syrah 2014,El Grifo,2014,4.2,117,33.95,Red,Lanzarote
Oberbergener Bassgeige Spätburgunder 2017,Franz Keller,2017,3.6,117,14.7,Red,Baden
Brolo del Figaretto Amarone della Valpolicella Valpantena 2015,Corte Figaretto,2015,4.2,117,29.5,Red,Amarone della Valpolicella Valpantena
La Nieta 2007,Viñedos de Páganos,2007,4.6,117,83.95,Red,Rioja
Merlot 2014,Woodhaven,2014,3.7,117,8.41,Red,California
Èrema 2016,Siddura,2016,3.8,117,14.57,Red,Isola dei Nuraghi
Saint-Julien (Grand Cru Classé) 2017,Château Léoville Poyferré,2017,3.9,117,86.76,Red,Saint-Julien
Vigna di Sessina Chianti Classico Gran Selezione 2015,Dievole,2015,4.4,117,42.0,Red,Chianti Classico
Bardolino Classico 2018,Lenotti,2018,3.5,117,4.7,Red,Bardolino Classico
Reserva Cabernet Sauvignon 2013,Don Guerino,2013,3.3,117,12.62,Red,Serra Gaúcha
Brauneberger Klostergarten Pinot Noir*** 2014,Markus Molitor,2014,4.0,117,38.79,Red,Mosel
Valpolicella Ripasso Classico Superiore Il Vegro 2017,Brigaldara,2017,3.8,117,13.4,Red,Valpolicella
Barbera d'Alba 2016,Franco Molino,2016,4.1,117,11.9,Red,Langhe
Reserva Cabernet Sauvignon 2014,Viña Albali,2014,3.4,117,5.99,Red,Valdepeñas
Saint-Émilion Grand Cru (Grand Cru Classé) 2014,Château La Serre,2014,3.8,117,46.79,Red,Saint-Émilion Grand Cru
Spätburgunder 2017,Shelter Winery,2017,3.6,117,10.95,Red,Baden
